date,sku_id,store_id,quantity,price,is_promoted
2023-01-01,SKU-1001,STORE-001,58,145.25,False
2023-01-02,SKU-1001,STORE-001,45,145.25,False
2023-01-03,SKU-1001,STORE-001,37,145.25,False
2023-01-04,SKU-1001,STORE-001,46,145.25,False
2023-01-05,SKU-1001,STORE-001,41,145.25,False
2023-01-06,SKU-1001,STORE-001,42,145.25,False
2023-01-07,SKU-1001,STORE-001,56,145.25,False
2023-01-08,SKU-1001,STORE-001,33,145.25,False
2023-01-09,SKU-1001,STORE-001,36,145.25,False
2023-01-10,SKU-1001,STORE-001,33,145.25,False
2023-01-11,SKU-1001,STORE-001,34,145.25,False
2023-01-12,SKU-1001,STORE-001,47,145.25,False
2023-01-13,SKU-1001,STORE-001,38,145.25,False
2023-01-14,SKU-1001,STORE-001,41,145.25,False
2023-01-15,SKU-1001,STORE-001,53,145.25,False
2023-01-16,SKU-1001,STORE-001,39,145.25,False
2023-01-17,SKU-1001,STORE-001,31,145.25,False
2023-01-18,SKU-1001,STORE-001,41,145.25,False
2023-01-19,SKU-1001,STORE-001,41,145.25,False
2023-01-20,SKU-1001,STORE-001,34,145.25,False
2023-01-21,SKU-1001,STORE-001,44,145.25,False
2023-01-22,SKU-1001,STORE-001,45,145.25,False
2023-01-23,SKU-1001,STORE-001,46,145.25,False
2023-01-24,SKU-1001,STORE-001,46,145.25,False
2023-01-25,SKU-1001,STORE-001,56,128.11,True
2023-01-26,SKU-1001,STORE-001,40,145.25,False
2023-01-27,SKU-1001,STORE-001,39,145.25,False
2023-01-28,SKU-1001,STORE-001,53,145.25,False
2023-01-29,SKU-1001,STORE-001,61,145.25,False
2023-01-30,SKU-1001,STORE-001,44,145.25,False
2023-01-31,SKU-1001,STORE-001,39,145.25,False
2023-02-01,SKU-1001,STORE-001,41,145.25,False
2023-02-02,SKU-1001,STORE-001,45,145.25,False
2023-02-03,SKU-1001,STORE-001,42,145.25,False
2023-02-04,SKU-1001,STORE-001,38,145.25,False
2023-02-05,SKU-1001,STORE-001,70,116.37,True
2023-02-06,SKU-1001,STORE-001,41,145.25,False
2023-02-07,SKU-1001,STORE-001,41,145.25,False
2023-02-08,SKU-1001,STORE-001,40,145.25,False
2023-02-09,SKU-1001,STORE-001,40,145.25,False
2023-02-10,SKU-1001,STORE-001,41,145.25,False
2023-02-11,SKU-1001,STORE-001,46,145.25,False
2023-02-12,SKU-1001,STORE-001,60,145.25,False
2023-02-13,SKU-1001,STORE-001,31,145.25,False
2023-02-14,SKU-1001,STORE-001,43,145.25,False
2023-02-15,SKU-1001,STORE-001,31,145.25,False
2023-02-16,SKU-1001,STORE-001,37,145.25,False
2023-02-17,SKU-1001,STORE-001,36,145.25,False
2023-02-18,SKU-1001,STORE-001,64,145.25,False
2023-02-19,SKU-1001,STORE-001,86,118.09,True
2023-02-20,SKU-1001,STORE-001,45,145.25,False
2023-02-21,SKU-1001,STORE-001,30,145.25,False
2023-02-22,SKU-1001,STORE-001,52,145.25,False
2023-02-23,SKU-1001,STORE-001,47,145.25,False
2023-02-24,SKU-1001,STORE-001,42,145.25,False
2023-02-25,SKU-1001,STORE-001,46,145.25,False
2023-02-26,SKU-1001,STORE-001,50,145.25,False
2023-02-27,SKU-1001,STORE-001,45,124.05,True
2023-02-28,SKU-1001,STORE-001,40,145.25,False
2023-03-01,SKU-1001,STORE-001,34,145.25,False
2023-03-02,SKU-1001,STORE-001,45,145.25,False
2023-03-03,SKU-1001,STORE-001,51,145.25,False
2023-03-04,SKU-1001,STORE-001,50,145.25,False
2023-03-05,SKU-1001,STORE-001,53,145.25,False
2023-03-06,SKU-1001,STORE-001,46,145.25,False
2023-03-07,SKU-1001,STORE-001,60,127.55,True
2023-03-08,SKU-1001,STORE-001,41,145.25,False
2023-03-09,SKU-1001,STORE-001,42,145.25,False
2023-03-10,SKU-1001,STORE-001,39,145.25,False
2023-03-11,SKU-1001,STORE-001,49,145.25,False
2023-03-12,SKU-1001,STORE-001,55,145.25,False
2023-03-13,SKU-1001,STORE-001,28,145.25,False
2023-03-14,SKU-1001,STORE-001,47,145.25,False
2023-03-15,SKU-1001,STORE-001,51,145.25,False
2023-03-16,SKU-1001,STORE-001,33,145.25,False
2023-03-17,SKU-1001,STORE-001,43,129.12,True
2023-03-18,SKU-1001,STORE-001,54,145.25,False
2023-03-19,SKU-1001,STORE-001,50,145.25,False
2023-03-20,SKU-1001,STORE-001,25,145.25,False
2023-03-21,SKU-1001,STORE-001,35,145.25,False
2023-03-22,SKU-1001,STORE-001,26,145.25,False
2023-03-23,SKU-1001,STORE-001,46,145.25,False
2023-03-24,SKU-1001,STORE-001,46,145.25,False
2023-03-25,SKU-1001,STORE-001,50,145.25,False
2023-03-26,SKU-1001,STORE-001,48,145.25,False
2023-03-27,SKU-1001,STORE-001,32,145.25,False
2023-03-28,SKU-1001,STORE-001,35,145.25,False
2023-03-29,SKU-1001,STORE-001,37,145.25,False
2023-03-30,SKU-1001,STORE-001,51,145.25,False
2023-03-31,SKU-1001,STORE-001,41,145.25,False
2023-04-01,SKU-1001,STORE-001,57,145.25,False
2023-04-02,SKU-1001,STORE-001,46,145.25,False
2023-04-03,SKU-1001,STORE-001,44,145.25,False
2023-04-04,SKU-1001,STORE-001,42,145.25,False
2023-04-05,SKU-1001,STORE-001,46,145.25,False
2023-04-06,SKU-1001,STORE-001,35,145.25,False
2023-04-07,SKU-1001,STORE-001,42,145.25,False
2023-04-08,SKU-1001,STORE-001,52,145.25,False
2023-04-09,SKU-1001,STORE-001,56,145.25,False
2023-04-10,SKU-1001,STORE-001,42,145.25,False
2023-04-11,SKU-1001,STORE-001,31,145.25,False
2023-04-12,SKU-1001,STORE-001,39,145.25,False
2023-04-13,SKU-1001,STORE-001,37,145.25,False
2023-04-14,SKU-1001,STORE-001,36,145.25,False
2023-04-15,SKU-1001,STORE-001,42,145.25,False
2023-04-16,SKU-1001,STORE-001,71,118.0,True
2023-04-17,SKU-1001,STORE-001,76,103.53,True
2023-04-18,SKU-1001,STORE-001,73,102.06,True
2023-04-19,SKU-1001,STORE-001,73,110.79,True
2023-04-20,SKU-1001,STORE-001,55,117.88,True
2023-04-21,SKU-1001,STORE-001,48,127.51,True
2023-04-22,SKU-1001,STORE-001,93,101.7,True
2023-04-23,SKU-1001,STORE-001,61,145.25,False
2023-04-24,SKU-1001,STORE-001,32,145.25,False
2023-04-25,SKU-1001,STORE-001,43,145.25,False
2023-04-26,SKU-1001,STORE-001,54,129.22,True
2023-04-27,SKU-1001,STORE-001,48,145.25,False
2023-04-28,SKU-1001,STORE-001,52,145.25,False
2023-04-29,SKU-1001,STORE-001,58,145.25,False
2023-04-30,SKU-1001,STORE-001,41,145.25,False
2023-05-01,SKU-1001,STORE-001,43,145.25,False
2023-05-02,SKU-1001,STORE-001,45,145.25,False
2023-05-03,SKU-1001,STORE-001,42,145.25,False
2023-05-04,SKU-1001,STORE-001,44,145.25,False
2023-05-05,SKU-1001,STORE-001,39,145.25,False
2023-05-06,SKU-1001,STORE-001,52,145.25,False
2023-05-07,SKU-1001,STORE-001,46,145.25,False
2023-05-08,SKU-1001,STORE-001,33,145.25,False
2023-05-09,SKU-1001,STORE-001,40,145.25,False
2023-05-10,SKU-1001,STORE-001,36,145.25,False
2023-05-11,SKU-1001,STORE-001,42,145.25,False
2023-05-12,SKU-1001,STORE-001,39,145.25,False
2023-05-13,SKU-1001,STORE-001,46,145.25,False
2023-05-14,SKU-1001,STORE-001,50,145.25,False
2023-05-15,SKU-1001,STORE-001,42,145.25,False
2023-05-16,SKU-1001,STORE-001,43,145.25,False
2023-05-17,SKU-1001,STORE-001,41,145.25,False
2023-05-18,SKU-1001,STORE-001,38,145.25,False
2023-05-19,SKU-1001,STORE-001,40,145.25,False
2023-05-20,SKU-1001,STORE-001,46,145.25,False
2023-05-21,SKU-1001,STORE-001,40,145.25,False
2023-05-22,SKU-1001,STORE-001,27,145.25,False
2023-05-23,SKU-1001,STORE-001,33,145.25,False
2023-05-24,SKU-1001,STORE-001,48,145.25,False
2023-05-25,SKU-1001,STORE-001,42,145.25,False
2023-05-26,SKU-1001,STORE-001,46,145.25,False
2023-05-27,SKU-1001,STORE-001,55,145.25,False
2023-05-28,SKU-1001,STORE-001,51,145.25,False
2023-05-29,SKU-1001,STORE-001,41,145.25,False
2023-05-30,SKU-1001,STORE-001,32,145.25,False
2023-05-31,SKU-1001,STORE-001,39,145.25,False
2023-06-01,SKU-1001,STORE-001,34,145.25,False
2023-06-02,SKU-1001,STORE-001,50,123.96,True
2023-06-03,SKU-1001,STORE-001,50,145.25,False
2023-06-04,SKU-1001,STORE-001,59,145.25,False
2023-06-05,SKU-1001,STORE-001,44,145.25,False
2023-06-06,SKU-1001,STORE-001,38,145.25,False
2023-06-07,SKU-1001,STORE-001,48,145.25,False
2023-06-08,SKU-1001,STORE-001,48,145.25,False
2023-06-09,SKU-1001,STORE-001,42,145.25,False
2023-06-10,SKU-1001,STORE-001,50,145.25,False
2023-06-11,SKU-1001,STORE-001,48,145.25,False
2023-06-12,SKU-1001,STORE-001,34,145.25,False
2023-06-13,SKU-1001,STORE-001,39,145.25,False
2023-06-14,SKU-1001,STORE-001,44,145.25,False
2023-06-15,SKU-1001,STORE-001,43,145.25,False
2023-06-16,SKU-1001,STORE-001,50,145.25,False
2023-06-17,SKU-1001,STORE-001,60,145.25,False
2023-06-18,SKU-1001,STORE-001,49,145.25,False
2023-06-19,SKU-1001,STORE-001,36,145.25,False
2023-06-20,SKU-1001,STORE-001,38,145.25,False
2023-06-21,SKU-1001,STORE-001,64,108.14,True
2023-06-22,SKU-1001,STORE-001,41,145.25,False
2023-06-23,SKU-1001,STORE-001,47,145.25,False
2023-06-24,SKU-1001,STORE-001,34,145.25,False
2023-06-25,SKU-1001,STORE-001,55,145.25,False
2023-06-26,SKU-1001,STORE-001,45,145.25,False
2023-06-27,SKU-1001,STORE-001,58,123.91,True
2023-06-28,SKU-1001,STORE-001,65,115.78,True
2023-06-29,SKU-1001,STORE-001,50,145.25,False
2023-06-30,SKU-1001,STORE-001,48,145.25,False
2023-07-01,SKU-1001,STORE-001,46,145.25,False
2023-07-02,SKU-1001,STORE-001,46,145.25,False
2023-07-03,SKU-1001,STORE-001,30,145.25,False
2023-07-04,SKU-1001,STORE-001,37,145.25,False
2023-07-05,SKU-1001,STORE-001,44,145.25,False
2023-07-06,SKU-1001,STORE-001,51,145.25,False
2023-07-07,SKU-1001,STORE-001,38,145.25,False
2023-07-08,SKU-1001,STORE-001,54,145.25,False
2023-07-09,SKU-1001,STORE-001,52,145.25,False
2023-07-10,SKU-1001,STORE-001,35,145.25,False
2023-07-11,SKU-1001,STORE-001,41,145.25,False
2023-07-12,SKU-1001,STORE-001,43,145.25,False
2023-07-13,SKU-1001,STORE-001,37,145.25,False
2023-07-14,SKU-1001,STORE-001,36,145.25,False
2023-07-15,SKU-1001,STORE-001,82,107.95,True
2023-07-16,SKU-1001,STORE-001,89,111.13,True
2023-07-17,SKU-1001,STORE-001,53,127.76,True
2023-07-18,SKU-1001,STORE-001,58,102.84,True
2023-07-19,SKU-1001,STORE-001,51,128.82,True
2023-07-20,SKU-1001,STORE-001,41,129.24,True
2023-07-21,SKU-1001,STORE-001,57,110.44,True
2023-07-22,SKU-1001,STORE-001,49,145.25,False
2023-07-23,SKU-1001,STORE-001,60,145.25,False
2023-07-24,SKU-1001,STORE-001,40,145.25,False
2023-07-25,SKU-1001,STORE-001,46,145.25,False
2023-07-26,SKU-1001,STORE-001,37,145.25,False
2023-07-27,SKU-1001,STORE-001,44,145.25,False
